modality,embed_name,embedding_type,embedding_size,metric,signal,seed
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,1.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,1.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,1.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,1.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,1.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,1.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,1.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,1.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,1.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,1.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,1.0,idle,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,has_information,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,searching,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_information,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,1.0,idle,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_item,42
kinesthetic,AE_embeds,contrastive+autoencoder,64,0.0,has_item,42
